alpha,energy_csr,legacy_csr,steps_energy,steps_legacy,steps_saved
0.01,0.8270321361058601,0.862934362934363,570,747,177
0.5644444444444445,0.8581213307240705,0.862934362934363,317,747,430
1.118888888888889,0.8540646425073457,0.862934362934363,127,747,620
1.6733333333333336,0.8467432950191571,0.862934362934363,15,747,732
2.227777777777778,0.8467432950191571,0.862934362934363,3,747,744
2.7822222222222224,0.8467432950191571,0.862934362934363,3,747,744
3.336666666666667,0.8467432950191571,0.862934362934363,3,747,744
3.8911111111111114,0.8467432950191571,0.862934362934363,3,747,744
4.445555555555556,0.8467432950191571,0.862934362934363,3,747,744
5.0,0.8467432950191571,0.862934362934363,3,747,744
