time,csr
-1229.9348804500917,0.9884877027734171
-1169.9315292877436,0.8890192362601599
-1109.70777322769,0.8305587755195798
-1049.7021440908525,0.8188576931314563
-989.6942170687012,0.8157485890539284
-929.5417612973499,0.811989758633265
-869.458059731291,0.8060665678319092
-809.3418533472641,0.8047899115934127
-749.1792378390371,0.7993353763121125
-689.1340339323542,0.798468719865408
-628.8318626978148,0.7915808353763083
-568.6798521911965,0.7875228107958323
-508.650568362337,0.796613190123719
-448.64070889443065,0.8092363851551354
-388.6351787635981,0.8073143877261234
-328.57005570060585,0.8064345407298167
-268.3357084765033,0.7973800243130785
-208.00788507285915,0.7947634033334997
-147.93694773990455,0.7891066357969705
-87.92262231118389,0.7921432214650738
-27.870072356837,0.7964029573945763
32.35703607861433,0.7981277173466413
92.41342730220481,0.7981994511498871
152.41342730221845,0.7998121378976486
212.4134273022321,0.806796838797868
272.41342730224574,0.8099499767409208
332.4134273022594,0.8277917768360986
392.413427302273,0.8346732548981414
452.41342730228666,0.8330772369993064
512.4134273023003,0.8273154738796863
572.413427302314,0.821164966247548
632.4134273023276,0.8184629876183005
692.4134273023412,0.811602668594241
752.4134273023549,0.8112361781867213
812.4134273023683,0.8185989522057436
872.4134273023819,0.8226101669194488
932.4134273023956,0.821966413589049
992.4134273024092,0.8211212500860667
1052.4134273024229,0.8247131771850487
1112.4134273024365,0.8185115980417295
1172.4134273024501,0.8203336696790393
1232.4134273024638,0.8171794139537271
1292.4134273024774,0.8275544908346081
1352.413427302491,0.8309767278484408
1412.4134273025047,0.8228394033535303
1472.4134273025184,0.820937361017902
1532.413427302532,0.8214342990952088
1592.4134273025456,0.8146069369287589
1652.4134273025593,0.80729437096518
1712.413427302573,0.8154718731366873
1772.4134273025866,0.8199513686341594
1832.4134273026002,0.8247691698801272
1892.4134273026139,0.8191945459661237
1952.4134273026275,0.8166227079810859
2012.4134273026411,0.8217940144930161
2072.413427302655,0.8148050317738483
2132.4134273026684,0.8092226429556899
2192.413427302682,0.8131572249642793
2252.4134273026957,0.8199031422806153
2312.4134273027094,0.8071044682778394
